序号,交易日期,客户ID,交易金额,交易次数,成员类型,省份
35908,2017/5/10,C035130009,222777,180,线上成员,宁夏
35909,2017/5/10,C035740002,0,10,线上成员,宁夏
35910,2017/5/10,C035770002,0,10,线上成员,广西
35911,2017/5/10,C050210007,298876.81,200,自助成员,广州
35912,2017/5/10,C055950001,1423.06,4,线下成员,广州
35913,2017/5/10,C055960001,1460,2,线上成员,西藏
35914,2017/5/10,C080200011,10,10,线上成员,内蒙
35915,2017/5/10,C080200018,11689.75,45,自助成员,西藏
35916,2017/5/10,C080200032,10,10,线上成员,甘肃
35917,2017/5/10,C080210010,3509.5,11,线下成员,青海
35918,2017/5/10,C080210026,224.15,2,线下成员,上海
35919,2017/5/10,C080210031,122,1,自助成员,上海
35920,2017/5/10,C080220022,6466.55,34,自助成员,江苏
35921,2017/5/10,C080220023,421.3,3,自助成员,甘肃
35922,2017/5/10,C080230001,94210,70,线上成员,甘肃
35923,2017/5/10,C080230008,123464.1,90,线下成员,广州
35924,2017/5/10,C080230017,141,1,线上成员,广西
35925,2017/5/10,C080240004,2756.6,8,线下成员,内蒙
35926,2017/5/10,C080240022,94188,30,线下成员,广州
35927,2017/5/10,C080250003,332.8,1,线上成员,广州
35928,2017/5/10,C080250016,64.95,3,自助成员,上海
35929,2017/5/10,C080270004,582.69,12,自助成员,甘肃
35930,2017/5/10,C080270007,1.00E+05,30,线下成员,广州
35931,2017/5/10,C080270021,2423.5,29,线下成员,内蒙
35932,2017/5/10,C080270023,498.4,3,线上成员,西藏
35933,2017/5/10,C080270025,94.1,3,自助成员,江苏
35934,2017/5/10,C080270038,166.15,2,自助成员,青海
35935,2017/5/10,C080270041,231.25,1,线下成员,广州
35936,2017/5/10,C080270042,5916.48,9,线下成员,青海
35937,2017/5/10,C080270043,120,1,线上成员,西藏
35938,2017/5/10,C080270048,2636.06,23,自助成员,广西
35939,2017/5/10,C080270050,1.00E+05,30,线下成员,上海
35940,2017/5/10,C080270051,69.5,1,线下成员,江苏
35941,2017/5/10,C080270059,50000,12,线下成员,青海
35942,2017/5/10,C083170014,3356.84,31,自助成员,甘肃
35943,2017/5/10,C083170015,7117.89,36,线下成员,内蒙
35944,2017/5/10,C083700004,650,1,线上成员,内蒙
35945,2017/5/10,C083710005,858.71,8,自助成员,广州
35946,2017/5/10,C083710010,234.4,3,自助成员,广西
35947,2017/5/10,C083910001,1021.35,6,线上成员,广州
35948,2017/5/10,C084310001,7.5,1,线上成员,内蒙
35949,2017/5/10,C084310007,15,1,线上成员,上海
35950,2017/5/10,C084310009,152.05,4,自助成员,上海
35951,2017/5/10,C084550001,297,1,线下成员,青海
35952,2017/5/10,C085100006,865,4,线上成员,内蒙
35953,2017/5/10,C085100030,4812.79,45,自助成员,上海
35954,2017/5/10,C085120011,971,8,线下成员,内蒙
35955,2017/5/10,C085130016,89.25,1,线下成员,内蒙
35956,2017/5/10,C085140005,215.2,3,线下成员,宁夏
35957,2017/5/10,C085140009,3113.02,45,自助成员,广西
35958,2017/5/10,C085160002,1679,36,线上成员,宁夏
35959,2017/5/10,C085170001,191.83,1,线下成员,广西
35960,2017/5/10,C085190002,2410.92,14,线下成员,内蒙
35961,2017/5/10,C085190008,231,2,自助成员,内蒙
35962,2017/5/10,C085300004,3433,3,线下成员,甘肃
35963,2017/5/10,C085320008,120,1,线上成员,广州
35964,2017/5/10,C085320055,50000,51,线下成员,内蒙
35965,2017/5/10,C085330006,3394.05,21,线下成员,西藏
35966,2017/5/10,C085330007,2064.36,31,线下成员,西藏
35967,2017/5/10,C085330010,19.86,1,线下成员,江苏
35968,2017/5/10,C085340011,466.7,2,线下成员,青海
35969,2017/5/10,C085360001,670,15,线上成员,广州
35970,2017/5/10,C085360008,17,1,线上成员,宁夏
35971,2017/5/10,C085360009,1947,10,自助成员,西藏
35972,2017/5/10,C085370006,1031,1,线上成员,上海
35973,2017/5/10,C085510036,7148.95,107,线下成员,广州
35974,2017/5/10,C085510041,5693.93,31,线上成员,广西
35975,2017/5/10,C085710028,479,6,线下成员,青海
35976,2017/5/10,C085710029,2364.23,20,线上成员,江苏
35977,2017/5/10,C085710033,1302,1,线上成员,青海
35978,2017/5/10,C085740011,60,1,线上成员,上海
35979,2017/5/10,C085740012,2361.7,16,自助成员,广西
35980,2017/5/10,C085760012,1977.68,22,自助成员,上海
35981,2017/5/10,C085920012,1345.9,4,自助成员,甘肃
35982,2017/5/10,C086320008,140.4,4,自助成员,甘肃
35983,2017/5/10,C086320010,58,1,线上成员,青海
35984,2017/5/10,C087310048,2780.94,24,线下成员,宁夏
35985,2017/5/10,C087600004,2088.04,6,线上成员,宁夏
35986,2017/5/10,C087690008,2508.62,10,线下成员,广州
35987,2017/5/10,C088310001,2208.32,3,自助成员,江苏
35988,2017/5/10,C088710018,3021.05,19,自助成员,西藏
35989,2017/5/10,C090100044,1173,3,线下成员,内蒙
35990,2017/5/10,C090210002,1405.55,5,线下成员,青海
35991,2017/5/10,C090280035,87.5,1,自助成员,广西
35992,2017/5/10,C093150004,2207.62,15,自助成员,宁夏
35993,2017/5/10,C093160003,120,1,自助成员,广西
35994,2017/5/10,C095190005,0.5,5,线下成员,广西
35995,2017/5/10,C095360003,1300.4,1,自助成员,甘肃
35996,2017/5/10,C095430003,218,1,线下成员,内蒙
35997,2017/5/10,C095540001,20791.11,21,自助成员,广州
35998,2017/5/10,C097240001,226.16,2,线上成员,西藏
35999,2017/5/10,C097700001,128.7,10,线下成员,青海
36000,2017/5/10,C097710001,128.7,10,线下成员,广西
36001,2017/5/10,C097710007,128.7,10,线上成员,广西
36002,2017/5/10,C097710008,128.7,10,自助成员,广西
36003,2017/5/10,C097710010,25.74,2,自助成员,内蒙
36004,2017/5/10,C097760001,128.7,10,线上成员,上海
36005,2017/5/10,C097780010,51.48,4,线上成员,广西
36006,2017/5/10,C4201-39,10100.96,4,线上成员,西藏
36007,2017/5/10,Z03042,153.6,1,线下成员,广西
36008,2017/5/10,Z03053,611,4,自助成员,宁夏
36009,2017/5/11,205,4912.82,66,自助成员,广西
36010,2017/5/11,213,1707,5,线上成员,内蒙
36011,2017/5/11,417,118197.2,80,线下成员,甘肃
36012,2017/5/11,451,1625.99,69,自助成员,西藏
36013,2017/5/11,667,4456.86,29,自助成员,广州
36014,2017/5/11,1010,1347.21,14,线下成员,广州
36015,2017/5/11,1096,2483.61,20,自助成员,上海
36016,2017/5/11,1338,6151.52,47,线下成员,甘肃
36017,2017/5/11,1622,59604.7,30,线下成员,甘肃
36018,2017/5/11,1777,1.00E+05,30,线上成员,广西
36019,2017/5/11,1914,3293.6,25,线下成员,上海
36020,2017/5/11,2428,1737.65,8,自助成员,上海
36021,2017/5/11,2447,1161.65,11,自助成员,甘肃
36022,2017/5/11,2566,2046.38,20,线上成员,上海
36023,2017/5/11,2721,1808,16,线下成员,青海
36024,2017/5/11,2947,2125.39,10,线下成员,甘肃
36025,2017/5/11,3356,2405.72,33,线下成员,广西
36026,2017/5/11,3433,1487,2,线上成员,广州
36027,2017/5/11,3600,4782.27,24,自助成员,江苏
36028,2017/5/11,3721,2198.2,11,线上成员,甘肃
36029,2017/5/11,3778,3.02,1,线下成员,广西
36030,2017/5/11,3870,2214.1,13,自助成员,甘肃
36031,2017/5/11,4438,3950.58,7,线上成员,内蒙
36032,2017/5/11,4738,1.00E+05,22,线下成员,广西
36033,2017/5/11,4764,1474.92,5,线下成员,宁夏
36034,2017/5/11,4871,5717.28,70,自助成员,江苏
36035,2017/5/11,4889,1.00E+05,30,自助成员,青海
36036,2017/5/11,5099,804,3,线上成员,广西
36037,2017/5/11,5206,420,1,线下成员,青海
36038,2017/5/11,5207,2634.61,9,线下成员,西藏
36039,2017/5/11,5211,506.72,5,线上成员,内蒙
36040,2017/5/11,5228,2178.6,19,线上成员,甘肃
36041,2017/5/11,5263,1045.95,5,线下成员,西藏
36042,2017/5/11,5278,4534.8,14,线下成员,广州
36043,2017/5/11,5412,162.75,3,线上成员,宁夏
36044,2017/5/11,5644,938838,934,线上成员,广西
36045,2017/5/11,5878,668.8,20,自助成员,广西
36046,2017/5/11,5899,1125390,1120,线上成员,宁夏
36047,2017/5/11,5901,590862,588,自助成员,上海
36048,2017/5/11,5935,1864.3,24,线下成员,广州
36049,2017/5/11,6222,31460,11,线下成员,青海
36050,2017/5/11,6287,29375.79,27,自助成员,上海
36051,2017/5/11,6461,0,10,自助成员,宁夏
36052,2017/5/11,6707,150.25,6,线下成员,广西
36053,2017/5/11,6712,2292.92,19,线上成员,甘肃
36054,2017/5/11,6931,4323.7,54,线上成员,广西
36055,2017/5/11,7437,2030.28,30,线上成员,青海
36056,2017/5/11,7496,4295.4,16,自助成员,甘肃
36057,2017/5/11,7603,4367.79,39,线下成员,江苏
36058,2017/5/11,7845,147239,69,线上成员,上海
36059,2017/5/11,7963,236.93,5,线上成员,广西
36060,2017/5/11,9757,1769.75,4,线下成员,西藏
36061,2017/5/11,10033,1233.5,3,线下成员,上海
36062,2017/5/11,10354,718.45,2,线下成员,宁夏
36063,2017/5/11,10438,49950,50,线上成员,江苏
36064,2017/5/11,10453,442.53,4,线上成员,上海
36065,2017/5/11,10475,422.24,6,自助成员,内蒙
36066,2017/5/11,10643,6443.99,49,线上成员,广西
36067,2017/5/11,11259,0,10,线下成员,内蒙
36068,2017/5/11,11450,0,10,自助成员,宁夏
36069,2017/5/11,11582,0,10,自助成员,江苏
36070,2017/5/11,11590,72967.8,60,自助成员,广西
36071,2017/5/11,12216,8521.21,83,线上成员,西藏
36072,2017/5/11,13243,1860.75,18,线下成员,江苏
36073,2017/5/11,13325,0,10,线下成员,广州
36074,2017/5/11,14042,584.43,9,自助成员,江苏
36075,2017/5/11,14713,2723.11,31,线下成员,内蒙
36076,2017/5/11,14714,838,4,线下成员,内蒙
36077,2017/5/11,14752,372,1,自助成员,广西
36078,2017/5/11,1001-1463,4620.36,76,线下成员,内蒙
36079,2017/5/11,1001-1505,4604.47,45,线下成员,内蒙
36080,2017/5/11,1002-741,697.04,2,自助成员,甘肃
36081,2017/5/11,100729,2008.6,6,线上成员,上海
36082,2017/5/11,100756,1152.7,12,自助成员,广州
36083,2017/5/11,100762,5846.81,16,自助成员,甘肃
36084,2017/5/11,100964,230,1,自助成员,江苏
36085,2017/5/11,1011-136,4173.13,42,自助成员,甘肃
36086,2017/5/11,1011-32,371,1,线上成员,广西
36087,2017/5/11,101108-3215,776.05,1,自助成员,广西
36088,2017/5/11,1301-1636,76019.9,49,线下成员,上海
36089,2017/5/11,1301-272,886,3,自助成员,甘肃
36090,2017/5/11,1301-831,99062.5,50,线下成员,西藏
36091,2017/5/11,1301-842,78140.94,44,线下成员,上海
36092,2017/5/11,1301-861,4189.57,17,线下成员,甘肃
36093,2017/5/11,1301-862,151.47,1,线下成员,江苏
36094,2017/5/11,1301-864,3427.05,27,线上成员,宁夏
36095,2017/5/11,1301-869,1768.5,11,线下成员,江苏
36096,2017/5/11,1301-872,100,1,线上成员,甘肃
36097,2017/5/11,1301-887,100834,55,线上成员,甘肃
36098,2017/5/11,1301-892,193292,98,线下成员,西藏
36099,2017/5/11,1301-894,6935.16,43,线下成员,广州
36100,2017/5/11,1301-907,131760,58,自助成员,广西
36101,2017/5/11,1303-837,2950,2,线下成员,广西
36102,2017/5/11,1303-849,421.46,5,自助成员,江苏
36103,2017/5/11,130304-847,3656.44,14,线上成员,内蒙
36104,2017/5/11,1304-848,88.25,3,线上成员,广西
36105,2017/5/11,1305-843,598.3,4,自助成员,宁夏
36106,2017/5/11,1306-3216,175.78,3,线下成员,内蒙
36107,2017/5/11,1306-839,5648.9,14,线下成员,上海
36108,2017/5/11,1306-841,916.24,7,自助成员,青海
36109,2017/5/11,1310-1638,4158.6,4,线上成员,宁夏
36110,2017/5/11,1310-296,260.4,2,线下成员,广西
36111,2017/5/11,1401-112,1276,13,自助成员,广西
36112,2017/5/11,1401-1307,325,3,线下成员,江苏
36113,2017/5/11,1401-8,200,1,线上成员,上海
36114,2017/5/11,140504-1258,7527.76,11,自助成员,宁夏
36115,2017/5/11,140504-1645,1080,6,线下成员,内蒙
36116,2017/5/11,1601-1800,750.65,3,线下成员,青海
36117,2017/5/11,1601-1811,3002.27,13,自助成员,宁夏
36118,2017/5/11,1601-1812,281.6,2,自助成员,宁夏
36119,2017/5/11,1601-3185,232.8,1,自助成员,广西
36120,2017/5/11,1601-3401,145.2,1,自助成员,江苏
36121,2017/5/11,1601-932,2545.25,22,线上成员,内蒙
36122,2017/5/11,1601-9631,4746.22,18,自助成员,青海
36123,2017/5/11,1601-998,1920.2,6,自助成员,广西
36124,2017/5/11,1602-12,4012.23,2,线上成员,上海
36125,2017/5/11,1602-122,650,1,自助成员,内蒙
36126,2017/5/11,1602-140,1525.58,7,线上成员,江苏
36127,2017/5/11,1602-1653,184.25,2,线上成员,上海
36128,2017/5/11,1602-1674,667.92,2,自助成员,青海
36129,2017/5/11,1602-1675,331,1,线下成员,广州
36130,2017/5/11,1602-1682,3834.72,24,线下成员,宁夏
36131,2017/5/11,1602-1683,2843.45,13,自助成员,内蒙
36132,2017/5/11,1602-1718,98743.32,32,线下成员,内蒙
36133,2017/5/11,1602-1809,144.05,1,线上成员,甘肃
36134,2017/5/11,1602-3390,530,1,线上成员,宁夏
36135,2017/5/11,1602-3397,613.2,3,线下成员,甘肃
36136,2017/5/11,1604-70,10063.04,67,线上成员,上海
36137,2017/5/11,160507-3392,116.25,1,线上成员,广州
36138,2017/5/11,160507-571,800,1,自助成员,西藏
36139,2017/5/11,1608-1742,1682.54,11,自助成员,上海
36140,2017/5/11,1609-26,2827.5,40,线上成员,西藏
36141,2017/5/11,1612-168,10760.75,102,自助成员,上海
36142,2017/5/11,1612-5,205,5,线下成员,宁夏
36143,2017/5/11,1613-28,2674.25,7,线上成员,广西
36144,2017/5/11,1701-11,1442.33,11,自助成员,青海
36145,2017/5/11,1701-195,3489.55,33,线下成员,青海
36146,2017/5/11,1701-196,5388.91,73,线上成员,甘肃
36147,2017/5/11,1701-2165,6411.9,40,线下成员,广西
36148,2017/5/11,1701-2172,1093.86,7,线下成员,西藏
36149,2017/5/11,1701-2179,253,1,自助成员,广州
36150,2017/5/11,1702-14,920.95,2,自助成员,宁夏
36151,2017/5/11,1702-217,407.52,5,线上成员,江苏
36152,2017/5/11,1702-2247,0,10,线上成员,广西
36153,2017/5/11,1702-2262,675.5,3,线下成员,甘肃
36154,2017/5/11,1702-2270,0,10,线上成员,广西
36155,2017/5/11,1702-2286,0,10,线上成员,广西
36156,2017/5/11,1702-2289,162.48,1,自助成员,青海
36157,2017/5/11,1702-2311,2173,2,线下成员,广西
36158,2017/5/11,1702-2313,550,1,线下成员,上海
36159,2017/5/11,1702-2325,0,10,线下成员,上海
36160,2017/5/11,1702-2340,85.68,1,线上成员,宁夏
36161,2017/5/11,1702-2353,1645.25,8,线上成员,甘肃
36162,2017/5/11,1702-392,0,10,线下成员,广西
36163,2017/5/11,1702-404,0,10,线上成员,甘肃
36164,2017/5/11,1702-406,0,1,自助成员,上海
36165,2017/5/11,1702-415,0,10,自助成员,内蒙
36166,2017/5/11,170205-213,224.35,6,线上成员,内蒙
36167,2017/5/11,170207-215,3461.14,18,线上成员,宁夏
36168,2017/5/11,170402-2222,99.25,2,线上成员,青海
36169,2017/5/11,1710-3360,0,10,线上成员,青海
36170,2017/5/11,1710-34,17,1,线上成员,青海
36171,2017/5/11,1801-186,1365.2,20,线上成员,广州
36172,2017/5/11,1801-2117,216,1,线上成员,青海
36173,2017/5/11,1801-43,8979.3,9,线上成员,宁夏
36174,2017/5/11,1805-280,394.75,2,线上成员,内蒙
36175,2017/5/11,1902-18,17297,1,线上成员,甘肃
36176,2017/5/11,1902-2400,3345.82,35,线上成员,内蒙
36177,2017/5/11,1903-2433,1087,3,线下成员,青海
36178,2017/5/11,1905-2440,517,2,自助成员,甘肃
36179,2017/5/11,1905-2444,719.74,2,线上成员,广西
36180,2017/5/11,1905-2451,285,1,线上成员,广西
36181,2017/5/11,1905-2453,761.35,4,自助成员,上海
36182,2017/5/11,1905-2461,1940,4,线下成员,上海
36183,2017/5/11,1905-2462,4340,6,自助成员,上海
36184,2017/5/11,1905-2467,2359,10,自助成员,宁夏
36185,2017/5/11,190506-2455,2274.5,6,线下成员,甘肃
36186,2017/5/11,2001-231,4816.56,37,线下成员,青海
36187,2017/5/11,2101-1858,4297.57,46,线上成员,西藏
36188,2017/5/11,2101-48,18648,11,自助成员,上海
36189,2017/5/11,2102-1382,708.86,5,自助成员,广西
36190,2017/5/11,2102-167,11210.15,54,线下成员,宁夏
36191,2017/5/11,2102-3295,683.68,2,线下成员,江苏
36192,2017/5/11,2102-3300,5561,7,线上成员,上海
36193,2017/5/11,2102-3318,2316,4,线下成员,甘肃
36194,2017/5/11,2102-3319,2271,8,线下成员,宁夏
36195,2017/5/11,2102-3324,2220,1,线下成员,甘肃
36196,2017/5/11,2103-1943,4283.74,34,线上成员,上海
36197,2017/5/11,2103-3284,5295.22,48,线上成员,内蒙
36198,2017/5/11,74266,69241,7,线下成员,广西
36199,2017/5/11,75515,7170.45,8,线上成员,西藏
36200,2017/5/11,2106-1962,710,5,线上成员,青海
36201,2017/5/11,2106-1965,2429.19,22,自助成员,青海
36202,2017/5/11,2106-3158,820,2,自助成员,江苏
36203,2017/5/11,2106-3195,1067.36,3,自助成员,宁夏
36204,2017/5/11,2106-3196,2180.99,15,自助成员,上海
36205,2017/5/11,210711-23,206,1,自助成员,青海
36206,2017/5/11,210810-305,44.7,1,自助成员,甘肃
36207,2017/5/11,2111-224,1027.75,10,线上成员,江苏
36208,2017/5/11,2113-1997,3810.85,12,线下成员,内蒙
36209,2017/5/11,2113-2013,207210,95,自助成员,西藏
36210,2017/5/11,2113-2031,2738.62,6,线上成员,宁夏
36211,2017/5/11,2113-44,45000,3,自助成员,上海
36212,2017/5/11,2114-171,3564.74,11,线下成员,广西
36213,2017/5/11,2114-69,1171.96,8,线上成员,内蒙
36214,2017/5/11,2201-123,5572.75,38,线下成员,宁夏
36215,2017/5/11,2201-15,3827.6,10,线下成员,广西
36216,2017/5/11,2201-1595,3018.6,32,线下成员,内蒙
36217,2017/5/11,2201-1614,7393.55,72,自助成员,广西
36218,2017/5/11,2201-1616,3198.88,29,线下成员,江苏
36219,2017/5/11,2201-879,64751.2,35,线上成员,广西
36220,2017/5/11,2201-961,4356.94,42,自助成员,甘肃
36221,2017/5/11,220105-107,2024.8,3,线下成员,广西
36222,2017/5/11,220108-100,2720,5,线上成员,江苏
36223,2017/5/11,2204-1624,548,2,线下成员,甘肃
36224,2017/5/11,220604-1544,120,1,线下成员,青海
36225,2017/5/11,220711-1590,15,1,线下成员,西藏
36226,2017/5/11,220808-1588,570,2,线下成员,广西
36227,2017/5/11,2210-1581,400,1,线下成员,青海
36228,2017/5/11,2211-1632,260.14,1,自助成员,上海
36229,2017/5/11,2211-1633,1265,2,线下成员,广西
36230,2017/5/11,2216-104,7486.1,34,线下成员,甘肃
36231,2017/5/11,2218-1554,2380,4,线上成员,青海
36232,2017/5/11,2301-1007,1379.4,7,自助成员,江苏
36233,2017/5/11,2301-1025,597,2,线下成员,广西
36234,2017/5/11,2301-1035,1.00E+05,20,线上成员,青海
36235,2017/5/11,2301-1036,1.00E+05,20,线上成员,广州
36236,2017/5/11,2301-1037,1.00E+05,20,线下成员,甘肃
36237,2017/5/11,2301-1039,1.00E+05,22,线下成员,西藏
36238,2017/5/11,2301-1042,1.00E+05,30,自助成员,西藏
36239,2017/5/11,2301-1046,1.00E+05,30,线上成员,甘肃
36240,2017/5/11,2301-1049,5647.05,45,线上成员,西藏
36241,2017/5/11,2301-1051,1.00E+05,21,线上成员,内蒙
36242,2017/5/11,2301-1054,3163.86,27,自助成员,宁夏
36243,2017/5/11,2301-1078,1.00E+05,21,线上成员,江苏
36244,2017/5/11,2301-1082,5000,1,线下成员,甘肃
36245,2017/5/11,2301-13,4798.88,21,自助成员,上海
36246,2017/5/11,2301-2431,2557.29,10,线上成员,甘肃
36247,2017/5/11,2301-2574,160241.2,25,线上成员,广西
36248,2017/5/11,2301-2575,13,1,自助成员,宁夏
36249,2017/5/11,2301-2589,202.47,2,线上成员,宁夏
36250,2017/5/11,2301-2613,1705.4,3,线下成员,江苏
36251,2017/5/11,2301-2615,1784.8,7,自助成员,青海
36252,2017/5/11,2301-831,1.00E+05,20,自助成员,广西
36253,2017/5/11,2301-840,1.00E+05,20,线下成员,宁夏
36254,2017/5/11,2301-854,258.42,3,线上成员,江苏
36255,2017/5/11,2301-856,1.00E+05,20,自助成员,甘肃
36256,2017/5/11,2305-2544,52099.36,64,线下成员,青海
36257,2017/5/11,2305-2558,4903.4,11,线上成员,上海
36258,2017/5/11,2305-2559,64940.4,10,线下成员,广西
36259,2017/5/11,2311-2592,80000,20,自助成员,西藏
36260,2017/5/11,2401-46,13.5,1,线上成员,青海
36261,2017/5/11,2501-25,115.46,2,自助成员,西藏
36262,2017/5/11,2501-2904,217,1,自助成员,广州
36263,2017/5/11,2501-40,8090.19,16,自助成员,江苏
36264,2017/5/11,2501-469,3160.11,26,自助成员,西藏
36265,2017/5/11,2501-470,109.4,1,线下成员,青海
36266,2017/5/11,250103-496,733.8,3,线上成员,青海
36267,2017/5/11,250112-38,503.13,4,线上成员,宁夏
36268,2017/5/11,2503-229,3475.5,22,线下成员,内蒙
36269,2017/5/11,2503-230,828,6,自助成员,内蒙
36270,2017/5/11,2503-2804,606654.46,642,线上成员,内蒙
36271,2017/5/11,2503-2821,5348,1,自助成员,西藏
36272,2017/5/11,2503-41,1165.76,2,线上成员,青海
36273,2017/5/11,250403-24,1118.5,3,线上成员,宁夏
36274,2017/5/11,250602-2937,2137.96,43,线下成员,广州
36275,2017/5/11,2507-2765,440,1,线上成员,宁夏
36276,2017/5/11,2517-2880,190.65,1,线上成员,江苏
36277,2017/5/11,2601-162,292545,200,线上成员,西藏
36278,2017/5/11,329086,2626.85,19,自助成员,江苏
36279,2017/5/11,2801-104,3118.09,16,线下成员,江苏
36280,2017/5/11,2801-1105,231.4,1,自助成员,广西
36281,2017/5/11,2801-1110,470,1,自助成员,广州
36282,2017/5/11,2801-1129,720,1,线下成员,青海
36283,2017/5/11,2801-1134,1064,2,自助成员,江苏
36284,2017/5/11,2801-1182,18095.9,146,线上成员,上海
36285,2017/5/11,2801-1201,266.3,1,线下成员,广西
36286,2017/5/11,2801-2749,1649.5,17,自助成员,上海
36287,2017/5/11,2801-2986,115.52,1,线下成员,广西
36288,2017/5/11,2801-3002,834.63,5,自助成员,上海
36289,2017/5/11,2801-3004,95.41,1,线上成员,青海
36290,2017/5/11,2801-3009,314.8,1,自助成员,宁夏
36291,2017/5/11,2801-3092,908.37,4,线下成员,内蒙
36292,2017/5/11,2801-36,3738.53,15,线下成员,上海
36293,2017/5/11,2801-39,462.81,1,线下成员,上海
36294,2017/5/11,2801-56,5026.87,19,线下成员,上海
36295,2017/5/11,2801-61,2941.98,25,线下成员,江苏
36296,2017/5/11,2901-3021,337.1,5,自助成员,江苏
36297,2017/5/11,2901-3022,596.11,2,线上成员,西藏
36298,2017/5/11,2901-3023,420864,202,自助成员,上海
36299,2017/5/11,3001-3100,7362.08,62,线上成员,甘肃
36300,2017/5/11,3001-3114,26716.8,11,自助成员,广西
36301,2017/5/11,3201-1216,1290.87,17,线上成员,青海
36302,2017/5/11,3207-3072,4626.3,11,自助成员,广西
36303,2017/5/11,4201-1511,1342,4,线下成员,甘肃
36304,2017/5/11,4201-1515,2885.65,7,自助成员,江苏
36305,2017/5/11,4201-225,3052.58,38,线下成员,西藏
36306,2017/5/11,4201-312,2233.8,5,线上成员,内蒙
36307,2017/5/11,4201-3120,571.75,3,线上成员,广州
36308,2017/5/11,4201-3122,5087.22,24,线下成员,广州
36309,2017/5/11,4201-3131,2437.31,5,自助成员,广州
36310,2017/5/11,4201-325,1412.72,3,自助成员,江苏
36311,2017/5/11,4201-332,1781.8,4,线上成员,广西
36312,2017/5/11,4201-338,93,1,线上成员,宁夏
36313,2017/5/11,4201-345,1165,2,线上成员,甘肃
36314,2017/5/11,4201-365,7039.38,43,线下成员,青海
36315,2017/5/11,4201-367,2055,27,自助成员,内蒙
36316,2017/5/11,4201-376,406,4,线上成员,青海
36317,2017/5/11,4201-391,8119.2,60,自助成员,广州
36318,2017/5/11,4201-398,31585.6,13,线上成员,甘肃
36319,2017/5/11,4201-407,4498.3,3,自助成员,宁夏
36320,2017/5/11,4301-50,52026.3,29,自助成员,广州
36321,2017/5/11,4301-543,504190,360,线下成员,江苏
36322,2017/5/11,4301-558,247.67,1,线上成员,宁夏
36323,2017/5/11,4301-573,500,1,自助成员,甘肃
36324,2017/5/11,4401-45,22806.75,37,线下成员,广州
36325,2017/5/11,4401-754,38152.8,32,线上成员,内蒙
36326,2017/5/11,4401-756,28339,22,线上成员,广西
36327,2017/5/11,4401-757,48201.25,38,线下成员,广西
36328,2017/5/11,4401-772,86440.16,72,线下成员,江苏
36329,2017/5/11,4401-777,13826,11,自助成员,广西
36330,2017/5/11,4401-778,242.85,2,自助成员,上海
36331,2017/5/11,4401-785,83665.44,75,线上成员,西藏
36332,2017/5/11,4501-17,402.19,7,线上成员,上海
36333,2017/5/11,4501-819,86555.7,60,线下成员,内蒙
36334,2017/5/11,C010200008,448.8,2,自助成员,上海
36335,2017/5/11,C010210035,592,3,线下成员,甘肃
36336,2017/5/11,C010210039,135.1,1,自助成员,广西
36337,2017/5/11,C010210040,396.6,1,自助成员,宁夏
36338,2017/5/11,C010210042,2919.53,7,线下成员,甘肃
36339,2017/5/11,C010210043,502780,360,线上成员,宁夏
36340,2017/5/11,C010220006,274.9,1,线上成员,宁夏
36341,2017/5/11,C010230033,13328,10,自助成员,宁夏
36342,2017/5/11,C010230042,10589.9,10,线上成员,广州
36343,2017/5/11,C010230043,11512,10,自助成员,上海
36344,2017/5/11,C010230050,300120,203,线上成员,宁夏
36345,2017/5/11,C010240002,156.06,1,线上成员,宁夏
36346,2017/5/11,C010240003,195,2,线上成员,内蒙
36347,2017/5/11,C010240011,720,1,线下成员,西藏
36348,2017/5/11,C010240016,2082.5,1,自助成员,青海
36349,2017/5/11,C010240017,57319.5,30,线下成员,西藏
36350,2017/5/11,C010250003,1137.9,8,线上成员,甘肃
36351,2017/5/11,C010250012,613,1,线上成员,宁夏
36352,2017/5/11,C010250028,167.5,6,自助成员,上海
36353,2017/5/11,C010270007,173918,50,线上成员,西藏
36354,2017/5/11,C010270042,718.66,7,线上成员,内蒙
36355,2017/5/11,C010280003,126.2,1,线上成员,甘肃
36356,2017/5/11,C010280020,516.33,2,线下成员,上海
36357,2017/5/11,C010280021,4445,6,线下成员,宁夏
36358,2017/5/11,C0103110001,1951.2,4,线上成员,宁夏
36359,2017/5/11,C0103710001,3618.53,17,自助成员,江苏
36360,2017/5/11,C0103730001,3450,2,自助成员,甘肃
36361,2017/5/11,C0103740001,2346,6,自助成员,内蒙
36362,2017/5/11,C0107550001,266,1,自助成员,上海
36363,2017/5/11,C013150002,1128.78,5,线下成员,宁夏
36364,2017/5/11,C013160001,1822.38,9,线上成员,江苏
36365,2017/5/11,C013160006,3113.74,24,自助成员,青海
36366,2017/5/11,C013160008,295,1,自助成员,内蒙
36367,2017/5/11,C013170001,2406,5,线下成员,青海
36368,2017/5/11,C013570001,2079,4,自助成员,上海
36369,2017/5/11,C013730001,130,1,自助成员,甘肃
36370,2017/5/11,C013740003,245.76,2,自助成员,内蒙
36371,2017/5/11,C013780002,340,3,线下成员,青海
36372,2017/5/11,C013960003,301.8,2,线下成员,甘肃
36373,2017/5/11,C014150003,1168,2,线下成员,广州
36374,2017/5/11,C014310004,543318,498,自助成员,甘肃
